SiteID,DateTime,Year,Latitude,Longitude,Gear,Temp_c
ASH12621,8/12/2019 11:43,2019,46.69559097,-92.19138336,Boat Electroshocker,23.10000038
ASH12622,8/12/2019 12:18,2019,46.71891022,-92.18647766,Boat Electroshocker,22.5
ASH12623,8/12/2019 12:58,2019,46.72039032,-92.15836334,Boat Electroshocker,22.60000038
ASH12624,8/12/2019 13:31,2019,46.73136902,-92.15561676,Boat Electroshocker,21.5
ASH12625,8/12/2019 13:59,2019,46.73007965,-92.13768768,Boat Electroshocker,21.29999924
ASH12626,8/21/2019 8:18,2019,46.69947815,-92.00676727,Boat Electroshocker,17.60000038
ASH12627,8/21/2019 8:44,2019,46.69208145,-91.98931122,Boat Electroshocker,19.70000076
ASH12628,8/21/2019 9:07,2019,46.68180084,-91.98490143,Boat Electroshocker,19.39999962
ASH12629,8/21/2019 9:35,2019,46.68505096,-92.01345062,Boat Electroshocker,19.29999924
ASH12630,8/21/2019 10:19,2019,46.71989059,-92.05619049,Boat Electroshocker,18.39999962
ASH12631,8/21/2019 10:49,2019,46.72343826,-92.06735992,Boat Electroshocker,18.70000076
ASH12632,8/21/2019 11:21,2019,46.75730133,-92.08070374,Boat Electroshocker,18.29999924
ASH12633,8/21/2019 11:57,2019,46.75492859,-92.11031342,Boat Electroshocker,17.60000038
ASH12634,8/21/2019 12:20,2019,46.75302887,-92.12439728,Boat Electroshocker,19.29999924
ASH12635,8/21/2019 12:46,2019,46.73913956,-92.15270996,Boat Electroshocker,19.70000076
ASH12636,10/8/2019 13:06,2019,46.70862961,-92.1607666,Fyke Net,11.20000029
ASH12637,10/8/2019 12:52,2019,46.70944977,-92.18218231,Fyke Net,10.25
ASH12638,10/8/2019 12:31,2019,46.68503952,-92.15638733,Fyke Net,10.44999981
ASH12639,10/8/2019 12:10,2019,46.68849945,-92.17651367,Fyke Net,10.1500001
ASH12640,10/8/2019 12:03,2019,46.68177032,-92.17987823,Fyke Net,9.849999905
ASH12641,10/8/2019 11:48,2019,46.68510056,-92.20223999,Fyke Net,10
ASH12642,10/8/2019 11:36,2019,46.69517899,-92.19506836,Fyke Net,10.0999999
ASH12643,10/8/2019 11:26,2019,46.70011139,-92.20488739,Fyke Net,10.95000029
ASH12644,10/8/2019 13:44,2019,46.71049118,-92.20057678,Fyke Net,10.95000029
ASH12645,10/8/2019 13:29,2019,46.71974945,-92.18332672,Fyke Net,10.80000019
ASH12646,10/9/2019 8:05,2019,46.71989059,-92.15907288,Fyke Net,10.45000029
ASH12647,10/9/2019 12:09,2019,46.73147964,-92.15772247,Fyke Net,11.25
ASH12648,10/9/2019 12:37,2019,46.76371002,-92.12159729,Fyke Net,11.75
ASH12649,10/9/2019 13:16,2019,46.75904083,-92.08132935,Fyke Net,12.1500001
ASH12650,10/9/2019 13:08,2019,46.76205826,-92.08397675,Fyke Net,12.1500001
ASH12651,10/9/2019 13:32,2019,46.7326889,-92.05506897,Fyke Net,11.75
ASH12652,10/9/2019 13:53,2019,46.6856308,-92.01374054,Fyke Net,11.19999981
ASH12653,10/9/2019 14:09,2019,46.68186188,-91.98618317,Fyke Net,11.3499999
ASH12654,10/9/2019 14:21,2019,46.68658066,-91.97717285,Fyke Net,11.44999981
ASH12655,10/9/2019 14:34,2019,46.69966125,-92.00492096,Fyke Net,11.6500001
ASH12656,10/7/2019 8:24,2019,46.69886017,-92.00509644,Boat Electroshocker,8.699999809
ASH12657,10/7/2019 8:45,2019,46.69168091,-91.98745728,Boat Electroshocker,8.800000191
ASH12658,10/7/2019 9:08,2019,46.68093109,-91.98251343,Boat Electroshocker,8.300000191
ASH12659,10/7/2019 9:34,2019,46.6853981,-92.013237,Boat Electroshocker,8.5
ASH12660,10/7/2019 10:06,2019,46.72103119,-92.05667114,Boat Electroshocker,10.30000019
ASH12661,10/7/2019 10:24,2019,46.72394943,-92.06739044,Boat Electroshocker,10.39999962
ASH12662,10/7/2019 10:52,2019,46.75593948,-92.08315277,Boat Electroshocker,10.39999962
ASH12663,10/7/2019 11:15,2019,46.7546196,-92.11067963,Boat Electroshocker,10.5
ASH12664,10/7/2019 11:39,2019,46.75365067,-92.12433624,Boat Electroshocker,10.60000038
ASH12665,10/7/2019 12:02,2019,46.73871994,-92.1519928,Boat Electroshocker,10.30000019
ASH12666,10/7/2019 12:26,2019,46.73051071,-92.13847351,Boat Electroshocker,10.10000038
ASH12667,10/7/2019 12:49,2019,46.73247147,-92.15605164,Boat Electroshocker,10.10000038
ASH12668,10/7/2019 13:19,2019,46.72005844,-92.15918732,Boat Electroshocker,10.5
ASH12669,10/7/2019 13:40,2019,46.70949936,-92.14559174,Boat Electroshocker,10.30000019
ASH12670,10/7/2019 14:08,2019,46.69485855,-92.15660095,Boat Electroshocker,11.39999962
ASH12671,10/8/2019 8:40,2019,46.69512939,-92.1954422,Boat Electroshocker,8.899999619
ASH12672,10/8/2019 9:03,2019,46.68032074,-92.1813736,Boat Electroshocker,9.100000381
ASH12673,10/8/2019 9:32,2019,46.68239975,-92.16764832,Boat Electroshocker,9.100000381
ASH12674,10/8/2019 10:04,2019,46.71073151,-92.1725769,Boat Electroshocker,9.699999809
ASH12675,10/8/2019 10:27,2019,46.71139908,-92.18331146,Boat Electroshocker,9.5
ASH12882,5/20/2019 8:45,2019,46.68392944,-91.98870087,16' Bottom Trawl (4.9 m),3.900000095
ASH12883,5/20/2019 9:11,2019,46.68706894,-91.98784637,16' Bottom Trawl (4.9 m),8.300000191
ASH12884,5/20/2019 9:40,2019,46.68371964,-92.00846863,16' Bottom Trawl (4.9 m),8.800000191
ASH12885,5/20/2019 10:18,2019,46.68722153,-92.01035309,16' Bottom Trawl (4.9 m),9.600000381
ASH12886,5/20/2019 10:37,2019,46.69464874,-92.0120697,16' Bottom Trawl (4.9 m),9.800000191
ASH12887,5/20/2019 11:11,2019,46.70090103,-92.0331192,16' Bottom Trawl (4.9 m),10.89999962
ASH12888,5/20/2019 11:32,2019,46.70932007,-92.02896881,16' Bottom Trawl (4.9 m),11.69999981
ASH12889,5/20/2019 12:03,2019,46.70849991,-92.04437256,16' Bottom Trawl (4.9 m),11.89999962
ASH12890,5/20/2019 12:31,2019,46.7276001,-92.06343079,16' Bottom Trawl (4.9 m),11.60000038
ASH12891,5/20/2019 13:26,2019,46.73302078,-92.07073212,16' Bottom Trawl (4.9 m),12.30000019
ASH12892,5/20/2019 13:45,2019,46.7466507,-92.07420349,16' Bottom Trawl (4.9 m),11.89999962
ASH12893,5/20/2019 14:02,2019,46.75465012,-92.07821655,16' Bottom Trawl (4.9 m),12.60000038
ASH12894,5/21/2019 8:30,2019,46.73731995,-92.08818054,16' Bottom Trawl (4.9 m),10.30000019
ASH12895,5/21/2019 8:43,2019,46.74011993,-92.09335327,16' Bottom Trawl (4.9 m),10.89999962
ASH12896,5/21/2019 9:14,2019,46.74007034,-92.12851715,16' Bottom Trawl (4.9 m),10.5
ASH12898,5/21/2019 9:50,2019,46.74777985,-92.11528015,16' Bottom Trawl (4.9 m),10.60000038
ASH12899,5/21/2019 10:11,2019,46.74871826,-92.1269989,16' Bottom Trawl (4.9 m),10.60000038
ASH12900,5/21/2019 10:37,2019,46.73363113,-92.13773346,16' Bottom Trawl (4.9 m),11.19999981
ASH12901,5/21/2019 10:54,2019,46.73379898,-92.13304901,16' Bottom Trawl (4.9 m),10.69999981
ASH12902,5/21/2019 11:19,2019,46.72454834,-92.14356995,16' Bottom Trawl (4.9 m),11.39999962
ASH12903,5/21/2019 12:04,2019,46.71902847,-92.1440506,16' Bottom Trawl (4.9 m),11.39999962
ASH12904,5/21/2019 12:23,2019,46.71762848,-92.16371918,16' Bottom Trawl (4.9 m),11.5
ASH12905,5/21/2019 12:42,2019,46.71818161,-92.16744995,16' Bottom Trawl (4.9 m),11.19999981
ASH12906,5/21/2019 13:01,2019,46.71537018,-92.17317963,16' Bottom Trawl (4.9 m),11.89999962
ASH12907,5/21/2019 13:17,2019,46.71207809,-92.16951752,16' Bottom Trawl (4.9 m),12.30000019
ASH12908,5/23/2019 9:08,2019,46.65404892,-92.25700378,16' Bottom Trawl (4.9 m),10.69999981
ASH12909,5/23/2019 9:30,2019,46.65982819,-92.20231628,16' Bottom Trawl (4.9 m),10.60000038
ASH12910,5/23/2019 10:01,2019,46.6868515,-92.17552948,16' Bottom Trawl (4.9 m),10.19999981
ASH12911,5/23/2019 10:19,2019,46.68677139,-92.18295288,16' Bottom Trawl (4.9 m),10.5
ASH12912,5/23/2019 11:09,2019,46.6908989,-92.19171906,16' Bottom Trawl (4.9 m),10.5
ASH12913,5/23/2019 11:26,2019,46.69107819,-92.19674683,16' Bottom Trawl (4.9 m),10.60000038
ASH12914,5/23/2019 11:42,2019,46.68886948,-92.20024872,16' Bottom Trawl (4.9 m),10.30000019
ASH12915,5/23/2019 11:55,2019,46.69073105,-92.2025528,16' Bottom Trawl (4.9 m),10.60000038
ASH12916,5/23/2019 12:31,2019,46.68276978,-92.17842102,16' Bottom Trawl (4.9 m),10.69999981
ASH12917,5/23/2019 12:50,2019,46.69952011,-92.18144989,16' Bottom Trawl (4.9 m),10.5
ASH12918,5/23/2019 13:12,2019,46.71334839,-92.16442108,16' Bottom Trawl (4.9 m),10.5
ASH12919,5/23/2019 13:30,2019,46.7105484,-92.15306854,16' Bottom Trawl (4.9 m),10.19999981
ASH12920,5/23/2019 13:52,2019,46.69884872,-92.15820313,16' Bottom Trawl (4.9 m),11.39999962
ASH12921,8/5/2019 10:46,2019,46.66596985,-92.20580292,16' Bottom Trawl (4.9 m),24.70000076
ASH12922,8/5/2019 11:25,2019,46.67042923,-92.19892883,16' Bottom Trawl (4.9 m),24.79999924
ASH12923,8/5/2019 11:45,2019,46.67182922,-92.19792175,16' Bottom Trawl (4.9 m),24.70000076
ASH12924,8/5/2019 12:07,2019,46.6819191,-92.20152283,16' Bottom Trawl (4.9 m),24.20000076
ASH12925,8/5/2019 12:45,2019,46.6916008,-92.19080353,16' Bottom Trawl (4.9 m),24.29999924
ASH12926,8/5/2019 13:01,2019,46.69612885,-92.19537354,16' Bottom Trawl (4.9 m),24.60000038
ASH12927,8/5/2019 13:21,2019,46.70666885,-92.19895172,16' Bottom Trawl (4.9 m),24.20000076
ASH12928,8/6/2019 8:34,2019,46.70289993,-92.20607758,16' Bottom Trawl (4.9 m),23.29999924
ASH12929,8/6/2019 9:02,2019,46.68622971,-92.17584991,16' Bottom Trawl (4.9 m),24.39999962
ASH12930,8/6/2019 9:18,2019,46.69057846,-92.17637634,16' Bottom Trawl (4.9 m),24.5
ASH12931,8/6/2019 9:42,2019,46.69874954,-92.17491913,16' Bottom Trawl (4.9 m),24.79999924
ASH12932,8/6/2019 10:06,2019,46.70623016,-92.17887115,16' Bottom Trawl (4.9 m),24.5
ASH12933,8/6/2019 10:22,2019,46.71081924,-92.18038177,16' Bottom Trawl (4.9 m),24.70000076
ASH12934,8/6/2019 10:46,2019,46.71593094,-92.16729736,16' Bottom Trawl (4.9 m),23.89999962
ASH12935,8/6/2019 12:01,2019,46.70640182,-92.15733337,16' Bottom Trawl (4.9 m),24.79999924
ASH12936,8/6/2019 12:44,2019,46.69179916,-92.15000153,16' Bottom Trawl (4.9 m),26.29999924
ASH12937,8/6/2019 13:12,2019,46.69913101,-92.15206909,16' Bottom Trawl (4.9 m),26.60000038
ASH12938,8/6/2019 13:26,2019,46.70695114,-92.15447998,16' Bottom Trawl (4.9 m),25.10000038
ASH12939,8/7/2019 8:43,2019,46.70669937,-92.15927124,16' Bottom Trawl (4.9 m),23.89999962
ASH12940,8/7/2019 9:42,2019,46.71802139,-92.15997314,16' Bottom Trawl (4.9 m),23
ASH12941,8/7/2019 10:09,2019,46.72468185,-92.15927124,16' Bottom Trawl (4.9 m),23.70000076
ASH12942,8/7/2019 11:02,2019,46.72190094,-92.14035034,16' Bottom Trawl (4.9 m),23.39999962
ASH12943,8/7/2019 11:23,2019,46.73035049,-92.15013123,16' Bottom Trawl (4.9 m),23.20000076
ASH12944,8/7/2019 11:39,2019,46.73416901,-92.14320374,16' Bottom Trawl (4.9 m),23.39999962
ASH12945,8/7/2019 12:25,2019,46.73387146,-92.1263504,16' Bottom Trawl (4.9 m),23.70000076
ASH12946,8/7/2019 12:58,2019,46.73559952,-92.08631897,16' Bottom Trawl (4.9 m),25.10000038
ASH12947,8/8/2019 14:07,2019,46.73630142,-92.08672333,16' Bottom Trawl (4.9 m),23.39999962
ASH12948,8/8/2019 8:11,2019,46.68317032,-91.99581909,16' Bottom Trawl (4.9 m),21.70000076
ASH12949,8/8/2019 8:49,2019,46.68352127,-92.00450134,16' Bottom Trawl (4.9 m),21.39999962
ASH12950,8/8/2019 9:38,2019,46.68373108,-92.00794983,16' Bottom Trawl (4.9 m),21.60000038
ASH12951,8/8/2019 10:11,2019,46.68421936,-92.01159668,16' Bottom Trawl (4.9 m),22
ASH12952,8/8/2019 11:11,2019,46.71883011,-92.04667664,16' Bottom Trawl (4.9 m),20.79999924
ASH12953,8/8/2019 11:35,2019,46.72692108,-92.05272675,16' Bottom Trawl (4.9 m),20.79999924
ASH12954,8/8/2019 12:01,2019,46.73500061,-92.06848145,16' Bottom Trawl (4.9 m),19.60000038
ASH12955,8/8/2019 12:17,2019,46.73437881,-92.07118225,16' Bottom Trawl (4.9 m),19.79999924
ASH12956,8/8/2019 12:38,2019,46.7420311,-92.08451843,16' Bottom Trawl (4.9 m),19.39999962
ASH12957,8/8/2019 12:58,2019,46.74465179,-92.09176636,16' Bottom Trawl (4.9 m),19.79999924
ASH12958,8/8/2019 13:26,2019,46.77407837,-92.0977478,16' Bottom Trawl (4.9 m),17.10000038
ASH12959,8/8/2019 13:39,2019,46.76174927,-92.09400177,16' Bottom Trawl (4.9 m),18.29999924
ASH12960,8/8/2019 15:19,2019,46.75415039,-92.08731842,16' Bottom Trawl (4.9 m),19.10000038
ASH12961,8/8/2019 15:00,2019,46.74808121,-92.11071777,16' Bottom Trawl (4.9 m),20.29999924
ASH12962,10/7/2019 8:41,2019,46.6869812,-92.00901794,16' Bottom Trawl (4.9 m),9.800000191
ASH12963,10/7/2019 9:17,2019,46.69741821,-92.00517273,16' Bottom Trawl (4.9 m),10.19999981
ASH12964,10/7/2019 9:43,2019,46.69488144,-92.01197815,16' Bottom Trawl (4.9 m),10.5
ASH12965,10/7/2019 10:07,2019,46.69680023,-92.02213287,16' Bottom Trawl (4.9 m),11.10000038
ASH12966,10/7/2019 10:51,2019,46.70838165,-92.0440979,16' Bottom Trawl (4.9 m),11.30000019
ASH12967,10/7/2019 11:20,2019,46.71538162,-92.03971863,16' Bottom Trawl (4.9 m),11.69999981
ASH12968,10/7/2019 12:18,2019,46.72127914,-92.05761719,16' Bottom Trawl (4.9 m),12.30000019
ASH12969,10/7/2019 12:54,2019,46.72631836,-92.05145264,16' Bottom Trawl (4.9 m),11.60000038
ASH12970,10/7/2019 13:24,2019,46.73022842,-92.06797791,16' Bottom Trawl (4.9 m),11.5
ASH12971,10/7/2019 13:55,2019,46.73641968,-92.06816864,16' Bottom Trawl (4.9 m),11.5
ASH12972,10/7/2019 14:18,2019,46.74757004,-92.08322906,16' Bottom Trawl (4.9 m),11.60000038
ASH12973,10/8/2019 7:58,2019,46.73358154,-92.05761719,16' Bottom Trawl (4.9 m),11.30000019
ASH12974,10/8/2019 8:25,2019,46.74713135,-92.0789032,16' Bottom Trawl (4.9 m),11.19999981
ASH12975,10/8/2019 8:47,2019,46.75717163,-92.08544922,16' Bottom Trawl (4.9 m),11.19999981
ASH12976,10/8/2019 10:12,2019,46.74118042,-92.09404755,16' Bottom Trawl (4.9 m),12.19999981
ASH12977,10/8/2019 10:56,2019,46.75004959,-92.12342072,16' Bottom Trawl (4.9 m),11.10000038
ASH12978,10/8/2019 11:40,2019,46.73205185,-92.12837982,16' Bottom Trawl (4.9 m),11.19999981
ASH12979,10/8/2019 12:02,2019,46.7410202,-92.14980316,16' Bottom Trawl (4.9 m),11.39999962
ASH12980,10/8/2019 12:14,2019,46.73762131,-92.14237213,16' Bottom Trawl (4.9 m),10.89999962
ASH12981,10/8/2019 12:32,2019,46.73955154,-92.13909912,16' Bottom Trawl (4.9 m),10.89999962
ASH12982,10/8/2019 12:50,2019,46.73802948,-92.13414764,16' Bottom Trawl (4.9 m),10.69999981
ASH12983,10/8/2019 13:38,2019,46.72454834,-92.15847778,16' Bottom Trawl (4.9 m),11.10000038
ASH12984,10/9/2019 8:29,2019,46.72032928,-92.14402771,16' Bottom Trawl (4.9 m),10.89999962
ASH12985,10/9/2019 8:56,2019,46.71604919,-92.16886902,16' Bottom Trawl (4.9 m),10.69999981
ASH12986,10/9/2019 9:21,2019,46.70415115,-92.15036774,16' Bottom Trawl (4.9 m),11.80000019
ASH12987,10/9/2019 9:48,2019,46.69915009,-92.15177917,16' Bottom Trawl (4.9 m),11.60000038
ASH12988,10/9/2019 10:23,2019,46.71175003,-92.17298126,16' Bottom Trawl (4.9 m),11.19999981
ASH12989,10/9/2019 10:48,2019,46.68769836,-92.16861725,16' Bottom Trawl (4.9 m),11.19999981
ASH12990,10/9/2019 11:19,2019,46.69062042,-92.16548157,16' Bottom Trawl (4.9 m),11.60000038
ASH12991,10/9/2019 12:19,2019,46.69860077,-92.17447662,16' Bottom Trawl (4.9 m),11.39999962
ASH12992,10/9/2019 12:53,2019,46.6866188,-92.18222809,16' Bottom Trawl (4.9 m),11.10000038
ASH12993,10/9/2019 13:13,2019,46.69488144,-92.20082855,16' Bottom Trawl (4.9 m),10.89999962
ASH12994,10/9/2019 13:36,2019,46.71060181,-92.19452667,16' Bottom Trawl (4.9 m),10.89999962
ASH12995,10/10/2019 8:16,2019,46.6781311,-92.18981934,16' Bottom Trawl (4.9 m),10.89999962
ASH12996,10/10/2019 8:33,2019,46.67702103,-92.19827271,16' Bottom Trawl (4.9 m),11.19999981
ASH12997,10/10/2019 8:48,2019,46.67127991,-92.19763184,16' Bottom Trawl (4.9 m),11.10000038
ASH12998,10/10/2019 9:03,2019,46.66804886,-92.20334625,16' Bottom Trawl (4.9 m),11.10000038
ASH12999,10/10/2019 9:30,2019,46.65250015,-92.22944641,16' Bottom Trawl (4.9 m),11.10000038
ASH13000,10/10/2019 10:33,2019,46.65407944,-92.23751831,16' Bottom Trawl (4.9 m),12.19999981
ASH13001,10/10/2019 11:06,2019,46.65502167,-92.26651764,16' Bottom Trawl (4.9 m),12.10000038
ASH13002,10/8/2019 9:07,2019,46.75923157,-92.08779907,16' Bottom Trawl (4.9 m),11.30000019
ASH13003,10/8/2019 9:34,2019,46.74803162,-92.11512756,16' Bottom Trawl (4.9 m),11.10000038
ASH13028,5/20/2019 13:04,2019,46.73302078,-92.07073212,16' Bottom Trawl (4.9 m),11.80000019
ASH13030,5/21/2019 9:31,2019,46.74637985,-92.11475372,16' Bottom Trawl (4.9 m),10.30000019
ASH13031,8/15/2019 7:52,2019,46.69947815,-92.0058136,Fyke Net,19.15000057
