"SampDate","SpName","TagNo","TL_mm","WT_g","Sex_MFU"
2013-09-25,"Atlantic Salmon","7895","636","2950","F"
2013-09-25,"Atlantic Salmon","7896","710","3880","F"
2013-09-25,"Atlantic Salmon","7897","655","3020","M"
2013-09-25,"Atlantic Salmon","7898","576","1980","F"
2013-09-25,"Atlantic Salmon","7899","552","1280","F"
2013-09-27,"Atlantic Salmon","7900","515","2220","F"
2013-09-27,"Atlantic Salmon","8205","572","2340","F"
2013-09-27,"Atlantic Salmon","8206","655","3760","M"
2013-09-27,"Atlantic Salmon","8207","650","3620","F"
2013-09-27,"Atlantic Salmon","8208","591","2020","M"
2013-09-27,"Atlantic Salmon","8209","660","3240","M"
2013-09-27,"Atlantic Salmon","8210","533","1900","F"
2013-09-27,"Atlantic Salmon","8211","540","1620","F"
2013-09-27,"Atlantic Salmon","8212","638","2860","M"
2013-09-27,"Atlantic Salmon","8213","633","2660","M"
2013-09-30,"Atlantic Salmon","8214","600","2060","M"
2013-09-30,"Atlantic Salmon","8215","587","1740","M"
2013-09-30,"Atlantic Salmon","8216","675","2450","M"
2013-10-02,"Atlantic Salmon","8217","607","2180","M"
2013-10-02,"Atlantic Salmon","8218","792","4680","M"
2013-10-02,"Atlantic Salmon","8219","542","1900","F"
2013-10-02,"Atlantic Salmon","8220","575","1980","M"
2013-10-02,"Atlantic Salmon","8221","609","2480","F"
2013-10-02,"Atlantic Salmon","8222","575","2260","F"
2013-10-02,"Atlantic Salmon","8223","614","2420","M"
2013-10-02,"Atlantic Salmon","8224","557","1580","M"
2013-10-02,"Atlantic Salmon","8225","665","3400","M"
2013-10-02,"Atlantic Salmon","8401","609","2320","M"
2013-10-02,"Atlantic Salmon","8402","691","4260","F"
2013-10-04,"Atlantic Salmon","8403","532","1840","F"
2013-10-04,"Atlantic Salmon","8404","517","1360","M"
2013-10-07,"Atlantic Salmon","8405","510","1720","F"
2013-10-07,"Atlantic Salmon","8406","600","2620","M"
2013-10-07,"Atlantic Salmon","8407","590","2860","M"
2013-10-07,"Atlantic Salmon","8408","594","2680","M"
2013-10-07,"Atlantic Salmon","8409","551","1720","M"
2013-10-09,"Atlantic Salmon","8410","654","3240","F"
2013-10-09,"Atlantic Salmon","8411","639","2720","M"
2013-10-09,"Atlantic Salmon","8412","616","2220","M"
2013-10-11,"Atlantic Salmon","8415","582","1740","U"
2013-10-11,"Atlantic Salmon","8425","541","1530","M"
2013-10-14,"Atlantic Salmon","8424","569","2160","F"
2013-10-14,"Atlantic Salmon","8423","531","1620","F"
2013-10-14,"Atlantic Salmon","8422","504","1100","F"
2013-10-16,"Atlantic Salmon","8421","545","2140","F"
2013-10-16,"Atlantic Salmon","8420","616","2600","M"
2013-10-16,"Atlantic Salmon","8419","426","1140","M"
2013-10-16,"Atlantic Salmon","8418","610","2320","F"
2013-10-16,"Atlantic Salmon","8417","670","3040","M"
2013-10-16,"Atlantic Salmon","8416","536","1780","F"
2013-10-18,"Atlantic Salmon","8426","594","2500","F"
2013-10-18,"Atlantic Salmon","8427","664","3540","F"
2013-10-18,"Atlantic Salmon","8428","630","2800","M"
2013-10-18,"Atlantic Salmon","8429","500","1420","M"
2013-10-21,"Atlantic Salmon","","604","2040","F"
2013-10-21,"Atlantic Salmon","","590","1900","M"
2013-10-21,"Atlantic Salmon","","693","3500","F"
2013-10-25,"Atlantic Salmon","8430","605","1880","M"
2013-11-01,"Atlantic Salmon","8431","564","2200","M"
2013-11-01,"Atlantic Salmon","8432","546","1640","M"
2013-11-04,"Atlantic Salmon","8433","640","2300","F"
2013-11-04,"Atlantic Salmon","8434","544","1640","M"
2013-11-12,"Atlantic Salmon","8435","481","1100","F"
2014-09-22,"Atlantic Salmon",NA,"640","2580","M"
2014-09-22,"Atlantic Salmon",NA,"600","2080","M"
2014-09-22,"Atlantic Salmon",NA,"584","2300","M"
2014-09-22,"Atlantic Salmon",NA,"552","1580","F"
2014-09-22,"Atlantic Salmon",NA,"510","1100","M"
2014-09-22,"Atlantic Salmon",NA,"634","2580","M"
2014-09-22,"Atlantic Salmon",NA,"542","1960","F"
2014-09-22,"Atlantic Salmon",NA,"540","2260","F"
2014-09-22,"Atlantic Salmon",NA,"598","2680","M"
2014-09-22,"Atlantic Salmon",NA,"565","2120","M"
2014-09-22,"Atlantic Salmon",NA,"502","1600","F"
2014-09-22,"Atlantic Salmon",NA,"492","1200","F"
2014-09-22,"Atlantic Salmon",NA,"528","1800","F"
2014-09-22,"Atlantic Salmon",NA,"594","2500","M"
2014-09-22,"Atlantic Salmon",NA,"644","2940","M"
2014-09-22,"Atlantic Salmon",NA,"510","1460","F"
2014-09-22,"Atlantic Salmon",NA,"632","2780","F"
2014-09-22,"Atlantic Salmon",NA,"500","1060","M"
2014-09-22,"Atlantic Salmon",NA,"660","3040","M"
2014-09-22,"Atlantic Salmon",NA,"582","2060","M"
2014-09-22,"Atlantic Salmon",NA,"500","1460","F"
2014-09-22,"Atlantic Salmon","8436","615","2640","M"
2014-09-22,"Atlantic Salmon","8437","554","1960","F"
2014-09-22,"Atlantic Salmon","8438","633","3000","M"
2014-09-22,"Atlantic Salmon","8439","618","2850","M"
2014-09-22,"Atlantic Salmon","8440","550","1860","F"
2014-09-22,"Atlantic Salmon","8441","676","3540","M"
2014-09-22,"Atlantic Salmon","8442","615","2700","M"
2014-09-22,"Atlantic Salmon","8443","608","2400","M"
2014-09-22,"Atlantic Salmon","8444","495","1160","F"
2014-09-22,"Atlantic Salmon","8445","508","1100","F"
2014-09-22,"Atlantic Salmon","8446","516","1300","F"
2014-09-22,"Atlantic Salmon","8447","610","2460","M"
2014-09-22,"Atlantic Salmon","8448","570","2400","M"
2014-09-22,"Atlantic Salmon","8449","655","3180","M"
2014-09-22,"Atlantic Salmon","8450","535","2000","F"
2014-09-22,"Atlantic Salmon","8451","615","2680","F"
2014-09-22,"Atlantic Salmon","8452","508","1280","F"
2014-09-23,"Atlantic Salmon","8453","530","1500","M"
2014-09-23,"Atlantic Salmon","8454","593","2120","M"
2014-09-23,"Atlantic Salmon","8455","552","1480","M"
2014-09-23,"Atlantic Salmon","8456","604","2420","M"
2014-09-23,"Atlantic Salmon","8457","591","2160","M"
2014-09-23,"Atlantic Salmon","8458","541","1860","F"
2014-09-23,"Atlantic Salmon","8459","617","3180","F"
2014-09-24,"Atlantic Salmon","8475","500","940","F"
2014-09-24,"Atlantic Salmon","8474","566","1800","M"
2014-09-24,"Atlantic Salmon","8473","559","1780","M"
2014-09-24,"Atlantic Salmon","8472","501","1160","M"
2014-09-24,"Atlantic Salmon","8471","602","2620","M"
2014-09-24,"Atlantic Salmon","8470","682","3900","M"
2014-09-24,"Atlantic Salmon","8469","568","2020","F"
2014-09-24,"Atlantic Salmon","8468","572","2260","F"
2014-09-25,"Atlantic Salmon","8467","593","2620","M"
2014-09-25,"Atlantic Salmon","8466","664","2740","M"
2014-09-25,"Atlantic Salmon","8465","547","2000","F"
2014-09-25,"Atlantic Salmon","8464","535","1740","M"
2014-09-25,"Atlantic Salmon","8463","663","2960","M"
2014-09-25,"Atlantic Salmon","8462","530","1960","M"
2014-09-25,"Atlantic Salmon","8461","810","6350","M"
2014-09-29,"Atlantic Salmon","8460","561","2380","F"
2014-09-29,"Atlantic Salmon","8476","382","800","M"
2014-09-29,"Atlantic Salmon","8477","596","1920","M"
2014-09-29,"Atlantic Salmon","8478","634","2780","M"
2014-10-01,"Atlantic Salmon","8479","530","1800","F"
2014-10-01,"Atlantic Salmon","8480","608","2100","M"
2014-10-01,"Atlantic Salmon","8481","570","2180","F"
2014-10-01,"Atlantic Salmon","8482","571","2240","M"
2014-10-01,"Atlantic Salmon","8483","484","1300","F"
2014-10-02,"Atlantic Salmon","8484","514","1680","F"
2014-10-02,"Atlantic Salmon","8485","584","2160","M"
2014-10-02,"Atlantic Salmon","8486","572","1980","F"
2014-10-02,"Atlantic Salmon","8487","482","960","M"
2014-10-04,"Atlantic Salmon","8488","509","1060","F"
2014-10-06,"Atlantic Salmon","8489","498","1240","F"
2014-10-06,"Atlantic Salmon","8490","540","1160","M"
2014-10-06,"Atlantic Salmon","8491","549","1380","F"
2014-10-07,"Atlantic Salmon","8492","603","2060","M"
2014-10-07,"Atlantic Salmon","8493","510","1540","M"
2014-10-09,"Atlantic Salmon","8494","571","2000","F"
2014-10-10,"Atlantic Salmon","8495","530","1820","F"
2014-10-10,"Atlantic Salmon","8496","578","1780","M"
2014-10-13,"Atlantic Salmon","8497","579","1980","M"
2014-10-13,"Atlantic Salmon","8498","510","1360","F"
2014-10-13,"Atlantic Salmon","8499","535","1320","M"
2014-10-13,"Atlantic Salmon","8500","525","1260","F"
2014-10-13,"Atlantic Salmon","9500","600","1580","M"
2014-10-15,"Atlantic Salmon","9499","584","2200","M"
2014-10-15,"Atlantic Salmon","9498","560","1760","M"
2014-10-15,"Atlantic Salmon","9497","570","1720","F"
2014-10-15,"Atlantic Salmon","9496","563","1760","F"
2014-10-15,"Atlantic Salmon","9495","540","1620","F"
2014-10-15,"Atlantic Salmon","9494","582","2060","F"
2014-10-15,"Atlantic Salmon","9493","515","1340","F"
2014-10-17,"Atlantic Salmon","9492","585","2580","F"
2014-10-17,"Atlantic Salmon","9491","600","1640","M"
2014-10-17,"Atlantic Salmon","9490","585","2020","M"
2014-10-17,"Atlantic Salmon","9489","511","1500","M"
2014-10-17,"Atlantic Salmon","9488","531","1380","F"
2014-10-17,"Atlantic Salmon","9487","601","2420","F"
2014-10-17,"Atlantic Salmon","9486","617","2460","M"
2014-10-17,"Atlantic Salmon","9485","612","1940","M"
2014-10-17,"Atlantic Salmon","9484","577","1700","M"
2014-10-17,"Atlantic Salmon","9483","705","3400","M"
2014-10-17,"Atlantic Salmon","9482","572","1780","M"
2014-10-17,"Atlantic Salmon","9481","570","1740","M"
2014-10-17,"Atlantic Salmon","9480","591","1660","M"
2014-10-17,"Atlantic Salmon","9479","582","1920","M"
2014-10-17,"Atlantic Salmon","9478","588","2760","F"
2014-10-17,"Atlantic Salmon","9477","570","2040","F"
2014-10-17,"Atlantic Salmon","9476","600","920","M"
2014-10-17,"Atlantic Salmon","9301","570","1720","M"
2014-10-17,"Atlantic Salmon","9302","563","1700","M"
2014-10-17,"Atlantic Salmon","9303","636","3820","F"
2014-10-17,"Atlantic Salmon","9304","573","1980","M"
2014-10-17,"Atlantic Salmon","9305","610","2320","M"
2014-10-19,"Atlantic Salmon","9306","524","1820","F"
2014-10-19,"Atlantic Salmon","9307","593","2580","F"
2014-10-19,"Atlantic Salmon","9308","620","2220","M"
2014-10-19,"Atlantic Salmon","9309","571","2000","F"
2014-10-19,"Atlantic Salmon","9310","562","2040","M"
2014-10-19,"Atlantic Salmon","9311","560","2040","F"
2014-10-19,"Atlantic Salmon","9312","662","3000","M"
2014-10-19,"Atlantic Salmon","9313","568","2440","F"
2014-10-19,"Atlantic Salmon","9314","545","1560","F"
2014-10-19,"Atlantic Salmon","9315","580","2300","F"
2014-10-19,"Atlantic Salmon","9316","551","1940","F"
2014-10-19,"Atlantic Salmon","9317","536","1980","F"
2014-10-19,"Atlantic Salmon","9318","491","1280","F"
2014-10-19,"Atlantic Salmon","9319","555","1940","F"
2014-10-19,"Atlantic Salmon","9320","575","1900","F"
2014-10-19,"Atlantic Salmon","9321","565","1980","M"
2014-10-19,"Atlantic Salmon","9322","551","1860","F"
2014-10-21,"Atlantic Salmon","9323","540","2020","F"
2014-10-21,"Atlantic Salmon","9324","590","2360","M"
2014-10-21,"Atlantic Salmon","9325","656","2500","F"
2014-10-21,"Atlantic Salmon","9326","578","2360","M"
2014-10-21,"Atlantic Salmon","9327","535","1660","F"
2014-10-23,"Atlantic Salmon","9327","612","2920","F"
2014-10-23,"Atlantic Salmon","9328","534","1740","F"
2014-10-23,"Atlantic Salmon","9329","520","1280","F"
2014-10-23,"Atlantic Salmon","9330","543","2120","F"
2014-10-24,"Atlantic Salmon","9331","593","1320","F"
2014-10-27,"Atlantic Salmon","9333","583","2220","M"
2014-10-27,"Atlantic Salmon","9334","470","1060","M"
2014-10-27,"Atlantic Salmon","9335","564","2040","F"
2014-10-29,"Atlantic Salmon","9336","567","1900","F"
2014-10-29,"Atlantic Salmon","9337","381","560","M"
2014-10-29,"Atlantic Salmon","9338","555","1420","M"
2014-10-29,"Atlantic Salmon","9339","593","2220","M"
2014-10-29,"Atlantic Salmon","9340","525","1940","F"
2014-10-29,"Atlantic Salmon","9341","517","1740","F"
2014-10-29,"Atlantic Salmon","9342","528","1800","F"
2014-10-29,"Atlantic Salmon","9343","541","2140","F"
2014-10-29,"Atlantic Salmon","9344","593","2000","M"
2014-10-29,"Atlantic Salmon","9345","593","3380","F"
2014-10-31,"Atlantic Salmon","9346","585","2380","F"
2014-11-10,"Atlantic Salmon","9347","523","1380","F"
2015-07-23,"Atlantic Salmon","9348","520",NA,"U"
2015-07-23,"Atlantic Salmon","9349","530",NA,"U"
2015-07-23,"Atlantic Salmon","9350","530",NA,"U"
2015-07-23,"Atlantic Salmon","9351","460",NA,"U"
2015-07-23,"Atlantic Salmon","9352","510",NA,"U"
2015-07-23,"Atlantic Salmon","9353","506",NA,"U"
2015-07-23,"Atlantic Salmon","9354","518",NA,"U"
2015-07-23,"Atlantic Salmon","9355","495",NA,"U"
2015-07-24,"Atlantic Salmon","9356","558",NA,"U"
2015-08-28,"Atlantic Salmon","9357","575","1800","F"
2015-08-28,"Atlantic Salmon","9358","530","1550","F"
2015-09-18,"Atlantic Salmon","9359","545","1180","M"
2015-09-18,"Atlantic Salmon","9360","560","1700","F"
2015-09-23,"Atlantic Salmon","9361","534","1460","F"
2015-09-23,"Atlantic Salmon","9362","534","1460","F"
2015-09-23,"Atlantic Salmon","9358","530","1550","F"
2015-09-23,"Atlantic Salmon","9363","503","1200","M"
2015-09-23,"Atlantic Salmon","9364","540","1620","F"
2015-09-23,"Atlantic Salmon","9365","524","1480","F"
2015-09-23,"Atlantic Salmon","9366","546","1620","M"
2015-09-25,"Atlantic Salmon","9367","535","1580","F"
2015-09-25,"Atlantic Salmon","9368","450","980","F"
2015-09-25,"Atlantic Salmon","9369","546","1500","M"
2015-09-28,"Atlantic Salmon","9370","547","1720","M"
2015-09-28,"Atlantic Salmon","9371","567","2000","F"
2015-09-28,"Atlantic Salmon","9372","655","2880","M"
2015-09-28,"Atlantic Salmon","9373","574","2120","F"
2015-09-30,"Atlantic Salmon","9374","612","2280","M"
2015-09-30,"Atlantic Salmon","9375","582","2160","M"
2015-09-30,"Atlantic Salmon","9376","498","1240","F"
2015-09-30,"Atlantic Salmon","9377","555","1860","F"
2015-09-30,"Atlantic Salmon","9378","600","1900","M"
2015-10-02,"Atlantic Salmon","9379","530","1280","U"
2015-10-05,"Atlantic Salmon","9380","574","1620","M"
2015-10-05,"Atlantic Salmon","9381","573","2040","M"
2015-10-05,"Atlantic Salmon","9382","542","1700","M"
2015-10-05,"Atlantic Salmon","9383","545","1360","M"
2015-10-07,"Atlantic Salmon","9384","535","1400","M"
2015-10-07,"Atlantic Salmon","9385","564","2160","F"
2015-10-07,"Atlantic Salmon","9386","546","1880","M"
2015-10-07,"Atlantic Salmon","9387","622","2200","M"
2015-10-07,"Atlantic Salmon","9388","553","1660","F"
2015-10-07,"Atlantic Salmon","9389","510","1540","F"
2015-10-07,"Atlantic Salmon","9390","525","1600","F"
2015-10-07,"Atlantic Salmon","9391","505","1360","F"
2015-10-07,"Atlantic Salmon","9392","608","2380","F"
2015-10-07,"Atlantic Salmon","9393","556","1980","F"
2015-10-07,"Atlantic Salmon","9394","498","1060","M"
2015-10-07,"Atlantic Salmon","9395","590","2000","M"
2015-10-09,"Atlantic Salmon","9396","469","760","M"
2015-10-09,"Atlantic Salmon","9397","586","1900","M"
2015-10-09,"Atlantic Salmon","9398","572","1980","F"
2015-10-09,"Atlantic Salmon","9399","607","2420","M"
2015-10-09,"Atlantic Salmon","9400","577","1780","F"
2015-10-09,"Atlantic Salmon","9401","658","2540","M"
2015-10-09,"Atlantic Salmon","9402","550","1520","M"
2015-10-09,"Atlantic Salmon","9403","640","3080","F"
2015-10-09,"Atlantic Salmon","9404","560","1780","F"
2015-10-09,"Atlantic Salmon","9405","594","1860","M"
2015-10-09,"Atlantic Salmon","9406","537","1660","M"
2015-10-09,"Atlantic Salmon","9407","590","2020","M"
2015-10-09,"Atlantic Salmon","9408","549","1460","M"
2015-10-09,"Atlantic Salmon","9409","541","1680","F"
2015-10-09,"Atlantic Salmon","9410","570","1960","F"
2015-10-09,"Atlantic Salmon","9411","578","1980","M"
2015-10-09,"Atlantic Salmon","9352","541","1560","F"
2015-10-09,"Atlantic Salmon","9412","506","1060","M"
2015-10-13,"Atlantic Salmon","9356","571","1940","F"
2015-10-13,"Atlantic Salmon","9413","572","1700","M"
2015-10-13,"Atlantic Salmon","9414","565","1640","M"
2015-10-13,"Atlantic Salmon","9415","530","1820","F"
2015-10-13,"Atlantic Salmon","9416","588","2280","M"
2015-10-13,"Atlantic Salmon","9417","613","1900","M"
2015-10-13,"Atlantic Salmon","9418","491","1060","M"
2015-10-13,"Atlantic Salmon","9419","505","1180","M"
2015-10-13,"Atlantic Salmon","9357","575","1800","F"
2015-10-14,"Atlantic Salmon","9420","555","1760","F"
2015-10-14,"Atlantic Salmon","9421","584","2040","M"
2015-10-14,"Atlantic Salmon","9422","580","2020","F"
2015-10-14,"Atlantic Salmon","9423","695","3920","F"
2015-10-14,"Atlantic Salmon","9424","460","1460","F"
2015-10-19,"Atlantic Salmon","9425","554","1180","M"
2015-10-19,"Atlantic Salmon","9426","530","1640","F"
2015-10-21,"Atlantic Salmon","9427","589","2040","M"
2015-10-21,"Atlantic Salmon","9428","536","1800","F"
2015-10-21,"Atlantic Salmon","9429","529","1580","F"
2015-10-21,"Atlantic Salmon","9430","532","1400","M"
2015-10-23,"Atlantic Salmon","9431","564","1680","M"
2015-10-23,"Atlantic Salmon","9432","563","1600","M"
2015-10-23,"Atlantic Salmon","9433","588","2400","F"
2015-10-23,"Atlantic Salmon","9434","553","1920","F"
2015-10-23,"Atlantic Salmon","9435","567","1600","M"
2015-10-23,"Atlantic Salmon","9436","588","2180","F"
2015-10-23,"Atlantic Salmon","9437","505","1460","F"
2015-10-23,"Atlantic Salmon","9438","550","1720","M"
2015-10-23,"Atlantic Salmon","9439","575","1820","M"
2015-10-23,"Atlantic Salmon","9355","513","1080","M"
2015-10-23,"Atlantic Salmon","9440","550","1600","M"
2015-10-23,"Atlantic Salmon","9441","558","1580","F"
2015-10-26,"Atlantic Salmon","9442","607","1960","M"
2015-10-26,"Atlantic Salmon","9443","555","1780","M"
2015-10-26,"Atlantic Salmon","9444","492","1120","M"
2015-10-26,"Atlantic Salmon","9445","563","1880","M"
2015-10-26,"Atlantic Salmon","9446","571","1720","M"
2015-10-26,"Atlantic Salmon","9447","610","2040","U"
2015-10-26,"Atlantic Salmon","9448","573","2160","F"
2015-10-26,"Atlantic Salmon","9449","546","1620","F"
2015-10-28,"Atlantic Salmon","9450","546","1400","M"
2015-10-28,"Atlantic Salmon","501","557","1720","F"
2015-10-28,"Atlantic Salmon","502","536","1420","M"
2015-10-30,"Atlantic Salmon","503","575","1700","M"
2015-11-02,"Atlantic Salmon","504","640","2500","M"
2015-11-02,"Atlantic Salmon","505","546","1660","M"
2015-11-02,"Atlantic Salmon","506","575","1880","F"
2015-11-02,"Atlantic Salmon","507","578","1800","M"
2015-11-02,"Atlantic Salmon","508","532","1840","F"
2015-11-02,"Atlantic Salmon","509","593","2220","M"
2015-11-02,"Atlantic Salmon","510","545","1980","F"
2015-11-03,"Atlantic Salmon","511","551","1680","M"
2015-11-03,"Atlantic Salmon","513","566","1940","F"
2015-11-06,"Atlantic Salmon","9350","548","1380","M"
2015-11-06,"Atlantic Salmon","514","573","1940","M"
2015-11-06,"Atlantic Salmon","515","518","1720","F"
2015-11-06,"Atlantic Salmon","516","555","2180","F"
2015-11-06,"Atlantic Salmon","517","541","1440","M"
2015-11-06,"Atlantic Salmon","518","569","2140","F"
2015-11-06,"Atlantic Salmon","519","466","820","F"
2015-11-06,"Atlantic Salmon","520","550","1620","F"
2015-11-06,"Atlantic Salmon","521","538","1640","F"
2015-11-06,"Atlantic Salmon","522","443","1260","F"
2015-11-06,"Atlantic Salmon","523","521","1660","F"
2015-11-09,"Atlantic Salmon","525","521","1060","M"
2015-11-09,"Atlantic Salmon","526","558","1640","M"
2015-11-13,"Atlantic Salmon","527","655","2400","F"
2016-09-15,"Atlantic Salmon","528","640","2480","M"
2016-09-16,"Atlantic Salmon","529","521","1260","M"
2016-09-18,"Atlantic Salmon","530","550","1360","F"
2016-09-18,"Atlantic Salmon","531","570","1900","M"
2016-09-18,"Atlantic Salmon","532","525","1640","F"
2016-09-18,"Atlantic Salmon","533","534","1720","F"
2016-09-19,"Atlantic Salmon","534","571","1900","M"
2016-09-19,"Atlantic Salmon","535","564","1900","F"
2016-09-21,"Atlantic Salmon","536","627","2580","M"
2016-09-21,"Atlantic Salmon","537","581","2060","M"
2016-09-21,"Atlantic Salmon","538","650","2760","M"
2016-09-23,"Atlantic Salmon","539","668","3060","M"
2016-09-25,"Atlantic Salmon","540","483","1020","M"
2016-09-25,"Atlantic Salmon","541","612","2060","M"
2016-09-27,"Atlantic Salmon","542","695","3700","F"
2016-09-27,"Atlantic Salmon","543","669","3180","F"
2016-09-27,"Atlantic Salmon","544","592","2080","M"
2016-09-27,"Atlantic Salmon","545","566","1900","M"
2016-09-27,"Atlantic Salmon","546","665","3460","F"
2016-09-27,"Atlantic Salmon","547","681","3220","F"
2016-09-27,"Atlantic Salmon","548","568","1860","M"
2016-09-28,"Atlantic Salmon","549","538","1420","M"
2016-09-28,"Atlantic Salmon","550","512","1460","F"
2016-09-28,"Atlantic Salmon","551","742","4640","M"
2016-09-30,"Atlantic Salmon","552","562","1700","M"
2016-09-30,"Atlantic Salmon","553","651","2640","F"
2016-09-30,"Atlantic Salmon","554","568","2000","F"
2016-09-30,"Atlantic Salmon","555","564","1840","M"
2016-09-30,"Atlantic Salmon","556","518","1200","M"
2016-09-30,"Atlantic Salmon","557","542","1620","M"
2016-09-30,"Atlantic Salmon","558","571","1920","M"
2016-09-30,"Atlantic Salmon","559","581","2620","F"
2016-09-30,"Atlantic Salmon","560","670","2400","M"
2016-09-30,"Atlantic Salmon","561","531","1900","F"
2016-09-30,"Atlantic Salmon","562","528","1620","M"
2016-10-03,"Atlantic Salmon","564","604","2180","F"
2016-10-03,"Atlantic Salmon","565","486","980","M"
2016-10-03,"Atlantic Salmon","566","551","1980","F"
2016-10-03,"Atlantic Salmon","567","604","2500","M"
2016-10-05,"Atlantic Salmon","568","588","1740","M"
2016-10-05,"Atlantic Salmon","569","590","1860","M"
2016-10-06,"Atlantic Salmon","570","530","1580","F"
2016-10-06,"Atlantic Salmon","571","630","2240","M"
2016-10-06,"Atlantic Salmon","572","648","3340","F"
2016-10-07,"Atlantic Salmon","573","575","1540","F"
2016-10-07,"Atlantic Salmon","574","552","1800","F"
2016-10-07,"Atlantic Salmon","575","575","2240","F"
2016-10-07,"Atlantic Salmon","576","585","1740","M"
2016-10-07,"Atlantic Salmon","577","630","2640","F"
2016-10-11,"Atlantic Salmon","578","642","2820","M"
2016-10-11,"Atlantic Salmon","579","537","1940","F"
2016-10-11,"Atlantic Salmon","580","562","1940","F"
2016-10-11,"Atlantic Salmon","581","500","1140","M"
2016-10-11,"Atlantic Salmon","582","512","1460","F"
2016-10-13,"Atlantic Salmon","583","570","2000","F"
2016-10-14,"Atlantic Salmon","584","530","1460","F"
2016-10-14,"Atlantic Salmon","585","624","2360","M"
2016-10-17,"Atlantic Salmon","586","502","1080","M"
2016-10-17,"Atlantic Salmon","587","545","1840","M"
2016-10-17,"Atlantic Salmon","588","621","2420","M"
2016-10-17,"Atlantic Salmon","589","554","2000","F"
2016-10-17,"Atlantic Salmon","590","710","3200","M"
2016-10-21,"Atlantic Salmon","591","578","2000","M"
2016-10-21,"Atlantic Salmon","9390","554","1720","F"
2016-10-21,"Atlantic Salmon","592","678","3540","F"
2016-10-21,"Atlantic Salmon","593","540","1440","M"
2016-10-21,"Atlantic Salmon","594","563","1580","M"
2016-10-21,"Atlantic Salmon","595","622","2400","M"
2016-10-24,"Atlantic Salmon","596","725","4220","M"
2016-10-24,"Atlantic Salmon","597","490","840","M"
2016-10-24,"Atlantic Salmon","598","616","2600","F"
2016-10-24,"Atlantic Salmon","599","688","3920","F"
2016-10-24,"Atlantic Salmon","600","587","1920","M"
2016-10-26,"Atlantic Salmon","3501","581","1800","F"
2016-10-26,"Atlantic Salmon","3502","520","1400","F"
2016-10-28,"Atlantic Salmon","3503","538","1520","M"
2016-10-28,"Atlantic Salmon","3504","561","1940","F"
2016-10-31,"Atlantic Salmon","3505","610","2420","M"
2016-10-31,"Atlantic Salmon","3506","526","1560","F"
2016-11-04,"Atlantic Salmon","3507","621","2020","M"
2016-11-04,"Atlantic Salmon","3508","566","1540","M"
2016-11-04,"Atlantic Salmon","3509","540","1340","M"
2016-11-04,"Atlantic Salmon","3511","534","1620","F"
2016-11-04,"Atlantic Salmon","3513","535","1500","F"
2016-11-04,"Atlantic Salmon","3514","482","960","M"
2016-11-04,"Atlantic Salmon","3515","722","4180","M"
2016-11-07,"Atlantic Salmon","3518","515","1580","F"
2016-11-09,"Atlantic Salmon","3519","511","1400","F"
2016-11-10,"Atlantic Salmon","3520","493","1420","F"
2016-11-11,"Atlantic Salmon","539",NA,NA,"U"
2017-05-16,"Atlantic Salmon","3522","710","3500","M"
2017-07-19,"Atlantic Salmon",NA,"588","1980","U"
2017-07-19,"Atlantic Salmon","3523","674","3340","M"
2017-07-19,"Atlantic Salmon","3524","550","1620","U"
2017-07-19,"Atlantic Salmon","3525","679","2890","U"
2017-07-19,"Atlantic Salmon","3526","727","4820","U"
2017-07-19,"Atlantic Salmon","3527","625","2040","U"
2017-07-19,"Atlantic Salmon","3528","545","1500","U"
2017-07-19,"Atlantic Salmon","3529","630","2820","U"
2017-07-19,"Atlantic Salmon","3530","641","2810","U"
2017-08-03,"Atlantic Salmon","3531","605","2060","U"
2017-08-03,"Atlantic Salmon","3532","474","1040","U"
2017-08-03,"Atlantic Salmon","3533","615","2120","U"
2017-08-03,"Atlantic Salmon","3534","642","2260","U"
2017-08-03,"Atlantic Salmon","3535","589","1640","U"
2017-08-03,"Atlantic Salmon","3536","548","1560","U"
2017-08-03,"Atlantic Salmon","3537","596","2020","U"
2017-08-10,"Atlantic Salmon","3538","652","3280","F"
2017-08-10,"Atlantic Salmon","3539","601","2180","U"
2017-08-10,"Atlantic Salmon","3540","578","1900","M"
2017-08-10,"Atlantic Salmon","3541","653","2200","M"
2017-08-10,"Atlantic Salmon","3542","521","1080","M"
2017-08-10,"Atlantic Salmon","3543","578","1640","F"
2017-08-10,"Atlantic Salmon","3544","526","1520","F"
2017-08-10,"Atlantic Salmon","3545","648","2570","M"
2017-08-10,"Atlantic Salmon","3546","564","1740","F"
2017-08-10,"Atlantic Salmon","3547","531","1660","M"
2017-08-17,"Atlantic Salmon","3548","499","1060","U"
2017-08-24,"Atlantic Salmon","3549","614","2420","U"
2017-08-24,"Atlantic Salmon","3550","535","1520","U"
2017-09-06,"Atlantic Salmon","3540","575","1760","U"
2017-09-06,"Atlantic Salmon","3542","522","960","M"
2017-09-08,"Atlantic Salmon",NA,"610",NA,"F"
2017-09-12,"Atlantic Salmon","3551","566","2040","M"
2017-09-12,"Atlantic Salmon","3552","473","1140","M"
2017-09-13,"Atlantic Salmon","3543","584","1480","F"
2017-09-13,"Atlantic Salmon","3553","602","2520","F"
2017-09-13,"Atlantic Salmon","3554","544","1480","M"
2017-09-13,"Atlantic Salmon","3555","622","2720","M"
